
 ****** Running generation 0 ****** 

Population's average fitness: -82.61125 stdev: 42.30741
Best fitness: 37.00000 - size: (5, 19) - species 161 - id 161
Average adjusted fitness: 0.484
Mean genetic distance 3.310, standard deviation 0.164
Population of 800 members in 400 species:
   ID   age  size  fitness  adj fit  stag
   368    0     2    -48.5    0.631     0
   369    0     2    -35.5    0.688     0
   370    0     2    -98.5    0.416     0
   371    0     2    -42.0    0.659     0
   372    0     2    -70.0    0.539     0
   373    0     2   -112.0    0.358     0
   374    0     2    -78.0    0.504     0
   375    0     2   -112.5    0.356     0
   376    0     2   -116.0    0.341     0
   377    0     2    -17.5    0.765     0
   378    0     2    -60.0    0.582     0
   379    0     2    -64.5    0.562     0
   380    0     2    -94.5    0.433     0
   381    0     2   -134.5    0.261     0
   382    0     2    -94.0    0.435     0
   383    0     2    -30.5    0.709     0
   384    0     2    -92.5    0.442     0
   385    0     2    -91.5    0.446     0
   386    0     2    -44.0    0.651     0
   387    0     2   -169.0    0.112     0
   388    0     2   -106.5    0.381     0
   389    0     2   -115.0    0.345     0
   390    0     2    -26.5    0.726     0
   391    0     2    -53.0    0.612     0
   392    0     2    -76.0    0.513     0
   393    0     2    -57.5    0.593     0
   394    0     2   -137.0    0.250     0
   395    0     2    -53.5    0.610     0
   396    0     2    -69.5    0.541     0
   397    0     2    -90.5    0.450     0
   398    0     2    -87.5    0.463     0
   399    0     2   -119.5    0.325     0
   400    0     2   -159.0    0.155     0
Total extinctions: 0
Generation time: 32.979 sec

 ****** Running generation 1 ****** 

Population's average fitness: -79.17437 stdev: 41.99924
Best fitness: 36.50000 - size: (5, 19) - species 191 - id 191
Average adjusted fitness: 0.532
Mean genetic distance 3.310, standard deviation 0.164
Population of 800 members in 400 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1    1     2    -89.5    0.480     1
     2    1     2   -102.5    0.432     1
     3    1     2    -51.0    0.618     1
     4    1     2    -42.0    0.587     0
     5    1     2     -8.5    0.723     0
     6    1     2    -44.0    0.624     0
     7    1     2    -30.5    0.649     0
     8    1     2    -20.5    0.681     0
     9    1     2    -71.5    0.413     0
    10    1     2    -23.5    0.612     0
    11    1     2    -83.0    0.378     1
    12    1     2    -98.0    0.418     1
    13    1     2    -57.5    0.481     0
    14    1     2    -95.0    0.346     0
    15    1     2   -106.5    0.411     1
    16    1     2    -47.5    0.524     0
    17    1     2    -30.5    0.485     1
    18    1     2    -94.5    0.374     0
    19    1     2    -78.0    0.354     0
    20    1     2   -109.5    0.336     1
    21    1     2    -43.0    0.592     0
    22    1     2     -5.0    0.766     0
    23    1     2    -53.5    0.454     0
    24    1     2    -10.0    0.646     0
    25    1     2    -32.5    0.616     0
    26    1     2      1.5    0.733     0
    27    1     2   -129.5    0.322     1
    28    1     2    -39.5    0.606     0
    29    1     2    -45.5    0.590     0
    30    1     2    -92.0    0.415     1
    31    1     2    -12.0    0.696     0
    32    1     2    -77.0    0.461     0
    33    1     2    -88.5    0.368     1
    34    1     2    -75.0    0.496     1
    35    1     2    -89.5    0.389     0
    36    1     2    -76.0    0.525     1
    37    1     2    -41.0    0.544     1
    38    1     2    -34.0    0.566     0
    39    1     2    -15.5    0.677     0
    40    1     2   -119.5    0.227     1
    41    1     2    -69.0    0.561     1
    42    1     2    -60.0    0.566     0
    43    1     2    -49.0    0.641     0
    44    1     2     18.0    0.673     0
    45    1     2    -45.5    0.563     0
    46    1     2    -48.5    0.637     1
    47    1     2    -49.0    0.600     1
    48    1     2   -126.5    0.274     0
    49    1     2    -92.5    0.476     0
    50    1     2    -41.0    0.567     0
    51    1     2    -39.0    0.644     0
    52    1     2    -29.0    0.623     0
    53    1     2    -64.5    0.573     0
    54    1     2    -36.0    0.679     1
    55    1     2    -90.0    0.479     0
    56    1     2    -82.5    0.511     1
    57    1     2    -53.5    0.566     1
    58    1     2    -91.0    0.435     1
    59    1     2    -74.5    0.472     1
    60    1     2    -42.0    0.524     0
    61    1     2     -8.0    0.804     0
    62    1     2      1.5    0.794     0
    63    1     2      1.5    0.709     0
    64    1     2    -33.0    0.529     0
    65    1     2    -88.0    0.342     1
    66    1     2    -67.0    0.376     1
    67    1     2   -113.5    0.329     0
    68    1     2    -79.0    0.491     1
    69    1     2    -55.0    0.559     0
    70    1     2    -98.0    0.429     1
    71    1     2    -21.0    0.504     0
    72    1     2    -86.5    0.474     1
    73    1     2    -36.5    0.563     0
    74    1     2    -81.5    0.345     1
    75    1     2    -55.0    0.422     0
    76    1     2    -42.5    0.656     1
    77    1     2    -62.5    0.526     1
    78    1     2    -13.5    0.496     0
    79    1     2    -46.5    0.557     0
    80    1     2   -102.0    0.394     1
    81    1     2    -16.5    0.755     0
    82    1     2    -39.0    0.376     0
    83    1     2    -39.0    0.665     0
    84    1     2    -29.5    0.658     0
    85    1     2    -58.0    0.497     0
    86    1     2    -65.0    0.534     0
    87    1     2    -19.0    0.558     0
    88    1     2    -82.5    0.454     1
    89    1     2    -56.0    0.607     0
    90    1     2    -88.5    0.446     1
    91    1     2     22.5    0.632     0
    92    1     2    -83.0    0.471     1
    93    1     2      5.0    0.630     0
    94    1     2      5.5    0.710     0
    95    1     2   -120.5    0.317     1
    96    1     2    -56.5    0.580     1
    97    1     2    -38.5    0.682     0
    98    1     2     -5.5    0.620     0
    99    1     2     -8.5    0.741     0
   100    1     2    -68.5    0.445     0
   101    1     2    -81.5    0.444     0
   102    1     2     -6.0    0.630     0
   103    1     2    -75.0    0.510     1
   104    1     2   -106.5    0.339     1
   105    1     2    -75.0    0.496     0
   106    1     2    -53.0    0.485     0
   107    1     2    -47.5    0.574     0
   108    1     2    -52.5    0.508     0
   109    1     2    -23.5    0.670     0
   110    1     2    -28.0    0.675     0
   111    1     2     -8.5    0.607     0
   112    1     2    -46.5    0.491     0
   113    1     2   -142.0    0.270     0
   114    1     2    -12.5    0.512     0
   115    1     2    -43.0    0.623     0
   116    1     2      5.5    0.709     0
   117    1     2    -49.0    0.465     0
   118    1     2      6.0    0.626     0
   119    1     2    -87.0    0.387     1
   120    1     2    -99.5    0.378     1
   121    1     2   -120.5    0.341     1
   122    1     2    -76.0    0.508     0
   123    1     2    -68.0    0.562     0
   124    1     2     -8.5    0.590     0
   125    1     2    -40.0    0.499     0
   126    1     2    -42.5    0.415     1
   127    1     2     34.0    0.731     0
   128    1     2    -50.0    0.603     0
   129    1     2    -74.0    0.541     0
   130    1     2    -80.0    0.502     0
   131    1     2    -73.5    0.435     1
   132    1     2    -45.0    0.629     0
   133    1     2    -20.5    0.764     0
   134    1     2     -7.0    0.688     0
   135    1     2    -90.5    0.452     1
   136    1     2    -65.0    0.436     0
   137    1     2      5.0    0.865     0
   138    1     2    -74.0    0.354     1
   139    1     2    -23.5    0.619     0
   140    1     2    -89.0    0.420     1
   141    1     2    -37.5    0.652     0
   142    1     2    -33.5    0.617     0
   143    1     2    -64.0    0.525     0
   144    1     2    -94.0    0.459     0
   145    1     2    -76.5    0.543     1
   146    1     2   -100.0    0.421     1
   147    1     2    -29.5    0.578     0
   148    1     2      8.5    0.675     0
   149    1     2    -90.5    0.468     0
   150    1     2    -93.0    0.457     0
   151    1     2   -110.5    0.288     0
   152    1     2   -108.5    0.411     0
   153    1     2    -77.0    0.354     1
   154    1     2    -58.0    0.340     0
   155    1     2    -62.5    0.482     1
   156    1     2    -16.5    0.672     0
   157    1     2    -38.0    0.666     0
   158    1     2    -62.0    0.473     1
   159    1     2    -85.5    0.417     0
   160    1     2    -86.5    0.363     1
   161    1     2      0.0    0.833     1
   162    1     2    -63.5    0.468     0
   163    1     2    -71.0    0.485     0
   164    1     2    -44.5    0.569     0
   165    1     2    -85.0    0.497     1
   166    1     2    -13.5    0.674     0
   167    1     2    -85.5    0.472     1
   168    1     2    -28.5    0.608     0
   169    1     2     -8.0    0.739     0
   170    1     2     12.0    0.608     0
   171    1     2    -18.0    0.669     0
   172    1     2    -83.5    0.427     0
   173    1     2    -64.5    0.510     0
   174    1     2    -76.5    0.502     1
   175    1     2    -92.0    0.289     0
   176    1     2   -112.5    0.396     1
   177    1     2    -84.0    0.511     1
   178    1     2    -63.0    0.515     0
   179    1     2   -117.5    0.323     1
   180    1     2    -22.0    0.660     1
   181    1     2    -88.5    0.447     0
   182    1     2    -60.5    0.560     0
   183    1     2    -39.0    0.347     0
   184    1     2    -67.5    0.481     0
   185    1     2    -47.0    0.593     0
   186    1     2   -108.5    0.410     1
   187    1     2    -52.5    0.494     0
   188    1     2    -78.0    0.399     0
   189    1     2    -77.5    0.503     1
   190    1     2    -41.0    0.572     0
   191    1     2     36.5    0.761     0
   192    1     2    -30.5    0.619     0
   193    1     2   -104.0    0.412     1
   194    1     2    -61.5    0.456     1
   195    1     2    -68.5    0.526     0
   196    1     2    -13.0    0.688     0
   197    1     2    -69.0    0.534     0
   198    1     2   -101.0    0.399     1
   199    1     2   -105.5    0.399     0
   200    1     2    -86.5    0.479     1
   201    1     2    -85.0    0.470     0
   202    1     2    -97.0    0.405     0
   203    1     2    -82.0    0.435     1
   204    1     2    -61.5    0.549     0
   205    1     2    -40.5    0.679     1
   206    1     2    -80.5    0.456     1
   207    1     2     12.5    0.772     0
   208    1     2    -78.0    0.464     1
   209    1     2     16.0    0.899     0
   210    1     2     31.5    0.789     0
   211    1     2   -109.0    0.379     1
   212    1     2    -70.0    0.520     1
   213    1     2   -102.5    0.361     0
   214    1     2      7.5    0.856     0
   215    1     2    -57.5    0.545     0
   216    1     2    -11.5    0.734     0
   217    1     2    -92.5    0.451     1
   218    1     2   -146.5    0.238     1
   219    1     2    -89.5    0.398     0
   220    1     2    -38.0    0.601     1
   221    1     2   -117.5    0.304     0
   222    1     2     20.5    0.833     0
   223    1     2    -36.0    0.500     0
   224    1     2    -83.0    0.416     1
   225    1     2    -78.0    0.452     1
   226    1     2    -66.5    0.500     1
   227    1     2    -48.0    0.432     0
   228    1     2    -70.5    0.415     0
   229    1     2    -85.5    0.380     1
   230    1     2    -67.5    0.530     0
   231    1     2    -61.0    0.517     0
   232    1     2    -82.5    0.410     0
   233    1     2    -26.0    0.670     0
   234    1     2    -18.5    0.673     0
   235    1     2    -82.5    0.401     0
   236    1     2    -88.0    0.466     0
   237    1     2      4.0    0.661     0
   238    1     2    -47.5    0.513     1
   239    1     2    -26.0    0.558     0
   240    1     2    -41.0    0.617     0
   241    1     2    -47.5    0.560     0
   242    1     2    -54.0    0.447     0
   243    1     2    -81.5    0.518     0
   244    1     2   -102.0    0.364     0
   245    1     2    -64.0    0.561     0
   246    1     2    -61.5    0.601     0
   247    1     2      5.0    0.676     0
   248    1     2    -45.5    0.656     0
   249    1     2    -62.5    0.567     0
   250    1     2    -47.5    0.567     0
   251    1     2    -64.5    0.437     0
   252    1     2    -42.5    0.618     0
   253    1     2    -64.0    0.514     0
   254    1     2      0.5    0.710     0
   255    1     2    -20.0    0.580     0
   256    1     2    -58.0    0.589     0
   257    1     2    -77.0    0.500     1
   258    1     2    -27.0    0.561     0
   259    1     2    -15.5    0.741     0
   260    1     2    -43.5    0.565     0
   261    1     2   -101.5    0.421     0
   262    1     2    -91.0    0.246     0
   263    1     2    -58.0    0.480     1
   264    1     2    -78.5    0.497     1
   265    1     2     36.0    0.797     0
   266    1     2     -6.5    0.715     0
   267    1     2    -94.5    0.455     1
   268    1     2    -63.0    0.594     1
   269    1     2    -73.0    0.435     0
   270    1     2    -90.0    0.381     1
   271    1     2    -56.5    0.501     0
   272    1     2    -36.5    0.576     0
   273    1     2   -105.5    0.392     1
   274    1     2    -80.5    0.473     1
   275    1     2    -72.5    0.416     0
   276    1     2    -46.0    0.593     0
   277    1     2   -107.0    0.373     1
   278    1     2    -47.5    0.626     0
   279    1     2    -66.5    0.561     1
   280    1     2    -25.0    0.547     0
   281    1     2    -62.0    0.499     0
   282    1     2    -40.5    0.632     0
   283    1     2    -87.0    0.490     0
   284    1     2    -37.0    0.617     0
   285    1     2     -5.0    0.553     0
   286    1     2    -18.0    0.510     0
   287    1     2     -1.5    0.693     0
   288    1     2    -72.5    0.343     0
   289    1     2      8.0    0.574     0
   290    1     2    -80.0    0.455     1
   291    1     2    -90.0    0.391     0
   292    1     2    -85.0    0.498     1
   293    1     2    -71.0    0.548     1
   294    1     2    -62.5    0.530     0
   295    1     2    -96.0    0.397     1
   296    1     2    -27.5    0.713     0
   297    1     2    -34.5    0.488     0
   298    1     2    -77.5    0.452     1
   299    1     2    -54.0    0.437     0
   300    1     2    -74.5    0.502     1
   301    1     2   -102.0    0.424     0
   302    1     2    -41.0    0.639     0
   303    1     2    -43.5    0.585     0
   304    1     2    -49.5    0.586     0
   305    1     2   -123.5    0.351     1
   306    1     2    -60.0    0.585     0
   307    1     2    -56.5    0.608     1
   308    1     2    -61.5    0.455     0
   309    1     2    -84.5    0.464     1
   310    1     2    -66.5    0.478     0
   311    1     2      3.5    0.732     0
   312    1     2    -13.5    0.720     0
   313    1     2     26.0    0.688     0
   314    1     2    -28.5    0.619     0
   315    1     2    -42.0    0.674     0
   316    1     2    -46.0    0.591     0
   317    1     2    -15.5    0.660     0
   318    1     2    -84.0    0.484     0
   319    1     2    -63.0    0.426     0
   320    1     2    -75.0    0.522     1
   321    1     2    -34.0    0.647     0
   322    1     2    -69.0    0.540     0
   323    1     2    -70.5    0.526     0
   324    1     2    -11.5    0.686     0
   325    1     2    -87.5    0.379     0
   326    1     2    -73.5    0.515     0
   327    1     2    -47.0    0.516     0
   328    1     2    -26.5    0.702     0
   329    1     2    -60.5    0.549     0
   330    1     2    -91.0    0.477     1
   331    1     2      1.0    0.722     0
   332    1     2    -88.0    0.478     1
   333    1     2    -80.0    0.440     1
   334    1     2    -51.5    0.474     0
   335    1     2    -65.0    0.544     0
   336    1     2    -60.0    0.589     1
   337    1     2    -37.0    0.698     0
   338    1     2    -97.0    0.409     1
   339    1     2    -73.0    0.409     0
   340    1     2    -75.0    0.432     1
   341    1     2   -112.0    0.357     1
   342    1     2    -78.0    0.529     0
   343    1     2   -101.0    0.425     0
   344    1     2    -45.0    0.632     0
   345    1     2    -83.5    0.483     1
   346    1     2      0.5    0.687     0
   347    1     2    -30.0    0.505     1
   348    1     2    -99.0    0.406     1
   349    1     2    -28.0    0.558     0
   350    1     2    -10.5    0.602     1
   351    1     2    -81.0    0.372     0
   352    1     2    -42.5    0.490     0
